SS,LandCover_NonVeg_v1_50,LandCover_Veg_v1_50,LandCover_VegNonTreed_v1_50,LandCover_VegTreed_v1_50,Species_Abie_Bal_v1_50,Species_Abie_Las_v1_50,Species_Acer_Neg_v1_50,Species_Alnu_Spp_v1_50,Species_Betu_Pap_v1_50,Species_Frax_Pen_v1_50,Species_Lari_Lar_v1_50,Species_Lari_Lya_v1_50,Species_Pice_Eng_v1_50,Species_Pice_Gla_v1_50,Species_Pice_Mar_v1_50,Species_Pinu_Alb_v1_50,Species_Pinu_Ban_v1_50,Species_Pinu_Con_v1_50,Species_Pinu_Pon_v1_50,Species_Pinu_Syl_v1_50,Species_Popu_Bal_v1_50,Species_Popu_Tre_v1_50,Species_Popu_Tri_v1_50,Species_Prun_Pen_v1_50,Species_Pseu_Men_v1_50,Species_Sali_Spp_v1_50,SpeciesGroups_Broadleaf_Spp_v1_50,SpeciesGroups_Needleleaf_Spp_v1_50,SpeciesGroups_Unknown_Spp_v1_50,Structure_Biomass_Branch_v1_50,Structure_Biomass_Foliage_v1_50,Structure_Biomass_StemBark_v1_50,Structure_Biomass_StemWood_v1_50,Structure_Biomass_TotalDead_v1_50,Structure_Biomass_TotalLiveAboveGround_v1_50,Structure_Stand_Age_v1_50,Structure_Stand_CrownClosure_v1_50,Structure_Stand_Height_v1_50,Structure_Volume_Merch_v1_50,Structure_Volume_Total_v1_50,LandCover_NonVeg_v1_150,LandCover_Veg_v1_150,LandCover_VegNonTreed_v1_150,LandCover_VegTreed_v1_150,Species_Abie_Bal_v1_150,Species_Abie_Las_v1_150,Species_Acer_Neg_v1_150,Species_Alnu_Spp_v1_150,Species_Betu_Pap_v1_150,Species_Frax_Pen_v1_150,Species_Lari_Lar_v1_150,Species_Lari_Lya_v1_150,Species_Pice_Eng_v1_150,Species_Pice_Gla_v1_150,Species_Pice_Mar_v1_150,Species_Pinu_Alb_v1_150,Species_Pinu_Ban_v1_150,Species_Pinu_Con_v1_150,Species_Pinu_Pon_v1_150,Species_Pinu_Syl_v1_150,Species_Popu_Bal_v1_150,Species_Popu_Tre_v1_150,Species_Popu_Tri_v1_150,Species_Prun_Pen_v1_150,Species_Pseu_Men_v1_150,Species_Sali_Spp_v1_150,SpeciesGroups_Broadleaf_Spp_v1_150,SpeciesGroups_Needleleaf_Spp_v1_150,SpeciesGroups_Unknown_Spp_v1_150,Structure_Biomass_Branch_v1_150,Structure_Biomass_Foliage_v1_150,Structure_Biomass_StemBark_v1_150,Structure_Biomass_StemWood_v1_150,Structure_Biomass_TotalDead_v1_150,Structure_Biomass_TotalLiveAboveGround_v1_150,Structure_Stand_Age_v1_150,Structure_Stand_CrownClosure_v1_150,Structure_Stand_Height_v1_150,Structure_Volume_Merch_v1_150,Structure_Volume_Total_v1_150,LandCover_NonVeg_v1_500,LandCover_Veg_v1_500,LandCover_VegNonTreed_v1_500,LandCover_VegTreed_v1_500,Species_Abie_Bal_v1_500,Species_Abie_Las_v1_500,Species_Acer_Neg_v1_500,Species_Alnu_Spp_v1_500,Species_Betu_Pap_v1_500,Species_Frax_Pen_v1_500,Species_Lari_Lar_v1_500,Species_Lari_Lya_v1_500,Species_Pice_Eng_v1_500,Species_Pice_Gla_v1_500,Species_Pice_Mar_v1_500,Species_Pinu_Alb_v1_500,Species_Pinu_Ban_v1_500,Species_Pinu_Con_v1_500,Species_Pinu_Pon_v1_500,Species_Pinu_Syl_v1_500,Species_Popu_Bal_v1_500,Species_Popu_Tre_v1_500,Species_Popu_Tri_v1_500,Species_Prun_Pen_v1_500,Species_Pseu_Men_v1_500,Species_Sali_Spp_v1_500,SpeciesGroups_Broadleaf_Spp_v1_500,SpeciesGroups_Needleleaf_Spp_v1_500,SpeciesGroups_Unknown_Spp_v1_500,Structure_Biomass_Branch_v1_500,Structure_Biomass_Foliage_v1_500,Structure_Biomass_StemBark_v1_500,Structure_Biomass_StemWood_v1_500,Structure_Biomass_TotalDead_v1_500,Structure_Biomass_TotalLiveAboveGround_v1_500,Structure_Stand_Age_v1_500,Structure_Stand_CrownClosure_v1_500,Structure_Stand_Height_v1_500,Structure_Volume_Merch_v1_500,Structure_Volume_Total_v1_500,EASTING,NORTHING
BG_15_18,73.05967712,26.94032097,13.65542698,13.28489399,0,0,0,0,3.887255669,0,0.478941321,0,0,0.506776452,64.84991455,0,2.027181387,0.098540328,0,0,0,6.449759483,0,0,0,0,10.33701515,67.96135712,21.70230103,0.387255996,0.395060778,0.366741478,2.040253639,0.781377256,3.188761473,43.48731613,7.434929848,4.763472557,1.371132135,4.833506107,61.28553009,38.71446896,23.23984957,15.47462034,0,0,0,0,1.943627834,0,0.890737116,0,0,2.53715831,44.1036911,0,2.870943666,1.04071654,0,0,0,19.84835386,0,0,0,0,21.7919817,51.44324875,26.76602364,0.806572363,0.620982707,0.927542537,4.851092815,1.001262397,7.204290271,47.17199898,8.522100449,6.987514496,5.656914353,10.66454816,35.95796769,64.04203292,20.46678986,43.57524211,0,0,0,0,0.666679426,0,2.199447175,0,0,7.451458803,37.895304,0,16.35626948,3.124534298,0,0,0.066336116,23.74372012,0,0,0,0.235751675,24.71248743,67.02701432,8.26149846,2.352268115,1.864702097,2.696310371,14.34940386,6.799658192,21.26193406,65.12265478,21.81175981,11.37866906,17.74617994,33.80187406,493735,6132175
BG_15_19,9.237723351,90.7622757,13.17648315,77.58579254,0,0,0,0,0,0,0.531258047,0,0,3.216811657,35.32954788,0,20.85590172,3.631747723,0,0,0,27.86895752,0,0,0,0,27.86895752,69.89189148,2.237960815,3.085954428,2.314435244,4.411698341,22.17961311,12.84610081,31.99055099,68.01662445,39.58548737,11.43909073,22.43836403,49.93539429,9.237723351,90.7622757,13.17648315,77.58579254,0,0,0,0,0,0,0.531258047,0,0,3.216811657,35.32954788,0,20.85590172,3.631747723,0,0,0,27.86895752,0,0,0,0,27.86895752,69.89189148,2.237960815,3.085954428,2.314435244,4.411698341,22.17961311,12.84610081,31.99055099,68.01662445,39.58548737,11.43909073,22.43836403,49.93539429,15.81432355,84.18567642,12.89894621,71.28672989,0,0,0,0,0.65628332,0,1.42274158,0,0,4.671612223,42.84380881,0,17.96280222,1.786822577,0,0,0,24.4038825,0,0,0,0.214260325,25.27442606,70.28382238,4.442106284,2.884697107,2.280596286,3.683592354,19.05967426,12.3840173,27.90782561,67.41936684,35.95141896,11.37119563,20.89085104,45.91853209,494335,6132175
BG_15_2,0,100,0.039865319,99.96013641,0,0,0,0,0,0,0.287098587,0,0,18.09430122,55.26886749,0,18.7966671,0,0,0,0,7.553302288,0,0,0,0,7.553302288,92.44693756,0.002112862,5.627063751,4.681137085,5.59387207,34.95032501,7.863754749,50.8547821,82.6932373,60.16987228,15.0095787,55.47179794,89.52768707,0,100,0.019932659,99.98006821,0,0,0,0,0,0,0.516536057,0,0,18.27441502,52.95982552,0,19.81842995,0,0,0,0,8.431301355,0,0,0,0,8.431301355,91.56921005,0.001056431,6.075913906,5.167135715,6.028400183,37.40406609,8.409054041,54.67709732,80.27418137,61.06934547,14.98662329,57.15195274,94.40942764,0,100,1.028442738,98.97155703,0,0,0,0,0,0,1.10578641,0,0,15.13152873,47.74752265,0,26.24600975,0.013854405,0,0,0.088312011,9.061899735,0,0,0,0,9.150211811,90.77670523,0.072673491,5.431811149,4.840062673,5.406782224,33.56765644,9.804536306,49.24673168,79.05201076,58.50485464,13.75283183,46.36395176,87.54116293,490145,6131573
BG_15_20,1.859359384,98.14064026,3.739310741,94.40132904,0,0,0,0,0,0,4.082147121,0,0,4.624325275,52.99068451,0,2.153735876,0.832417667,0,0,0,34.92232513,0,0,0,0,34.92232513,64.68331146,0.396029323,2.863999605,2.660583496,3.428055763,16.00463104,16.88591766,24.9540596,70.99423218,45.16878128,12.80020237,13.47807026,40.4845314,0.929679692,99.07032013,2.634888053,96.43543243,0,0,0,0,0,0,3.531118155,0,0,5.52609086,50.56728172,0,6.992760062,0.95256111,0,0,0.980583608,30.63609314,0,0,0,0,31.61667633,68.10758209,0.278364092,3.006834745,2.749521017,3.603381276,17.40412998,14.90484381,26.76183605,68.08863449,51.45086098,12.37677622,14.86829329,45.92375946,0.539109293,99.46089118,4.512046243,94.94884491,0,0,0,0,0.150753511,0,2.151868185,0,0,10.92997697,33.59804194,0,18.7762388,0.425886045,0,0,0.895644458,31.43008603,0,0,0,0,32.47905544,67.10596861,0.415788505,4.091594764,3.058838316,5.205034205,27.12753555,14.31421982,39.48325961,70.30914361,55.10840688,13.62286772,32.09813234,71.47719356,494935,6132175
BG_15_21,0.234691501,99.76531219,4.804828644,94.96047974,0,0,0,0,0,0,0.118262365,0,0,9.379525185,45.74625397,0,32.15259171,0.099780649,0,0,0,12.01254368,0,0,0,0,12.01254368,87.49641418,0.49245581,3.179356813,2.892173052,3.455208063,21.16373444,10.66112041,30.69019699,84.34471893,47.87883377,13.68930435,24.12338829,59.60560226,0.234691501,99.76531219,4.804828644,94.96047974,0,0,0,0,0,0,0.118262365,0,0,9.379525185,45.74625397,0,32.15259171,0.099780649,0,0,0,12.01254368,0,0,0,0,12.01254368,87.49641418,0.49245581,3.179356813,2.892173052,3.455208063,21.16373444,10.66112041,30.69019699,84.34471893,47.87883377,13.68930435,24.12338829,59.60560226,0.699640091,99.30036,6.795501053,92.50485938,0,0,0,0,0.000303074,0,1.615575555,0,0,4.886510503,43.06419345,0,35.181624,0.115396225,0,0,0.09634882,14.26301441,0,0,0,0,14.35966617,84.86329978,0.777133647,3.576859253,3.16410608,4.126338192,24.48008251,14.08752646,35.3473929,78.68992315,46.78704507,12.97504262,26.18264389,65.91069385,489525,6132771
BG_15_22,0,100,4.434550762,95.56544495,0,0,0,0,0,0,2.342128754,0,0,9.971451759,49.11159134,0,30.40234947,0,0,0,0,7.758956432,0,0,0,0,7.758956432,91.82752228,0.412382275,3.930820465,3.32320118,3.991004229,25.88474083,12.81242561,37.13276291,78.07662964,54.02519226,12.09311104,34.97534561,74.9454422,0,100,4.434550762,95.56544495,0,0,0,0,0,0,2.342128754,0,0,9.971451759,49.11159134,0,30.40234947,0,0,0,0,7.758956432,0,0,0,0,7.758956432,91.82752228,0.412382275,3.930820465,3.32320118,3.991004229,25.88474083,12.81242561,37.13276291,78.07662964,54.02519226,12.09311104,34.97534561,74.9454422,0.560937812,99.43906227,5.21378281,94.22528017,0,0,0,0,0,0,3.004791485,0,0,6.252693242,45.41409566,0,30.41141275,0.028958629,0,0,0.207382333,13.87025013,0,0,0,0,14.07763233,85.11195168,0.810738338,3.463547615,3.111921054,3.787588211,22.60037811,18.27245001,32.96453564,72.5712069,47.6787306,11.75570275,23.83648814,59.79620097,490135,6132775
BG_15_23,0,100,8.538731575,91.46127319,0,0,0,0,0.014733719,0,1.52439189,0,0,0,58.65406418,0,37.09726715,0,0,0,0.179819167,0.904368937,0,0,0,0,1.098921776,98.35897827,0.541767836,6.435063839,6.988367558,6.019281864,38.12443542,10.69729424,57.57048035,76.63983917,52.62976074,12.39647007,36.5571022,89.41152954,0,100,8.538731575,91.46127319,0,0,0,0,0.014733719,0,1.52439189,0,0,0,58.65406418,0,37.09726715,0,0,0,0.179819167,0.904368937,0,0,0,0,1.098921776,98.35897827,0.541767836,6.435063839,6.988367558,6.019281864,38.12443542,10.69729424,57.57048035,76.63983917,52.62976074,12.39647007,36.5571022,89.41152954,1.170016174,98.82998481,4.450855182,94.37912985,0,0,0,0,0.13543437,0,2.163683796,0,0,6.150747025,48.11948512,0,24.77145984,0.15153597,0,0,0.161115767,16.06185424,0,0,0,0,17.01445623,82.59553763,0.389971569,4.984332488,4.798589963,5.320902348,30.36425869,12.26955117,45.46919999,73.98919091,52.13709552,12.63309222,32.86273927,75.5020749,490735,6132775
BG_15_24,3.374479055,96.62552643,10.8647213,85.76080322,0,0,0,0,0,0,1.833869815,0,0,8.684596062,65.20277405,0,4.82062149,0,0,0,0,16.13750076,0,0,0,0,16.13750076,80.54186249,3.32565403,3.798563719,3.809076786,3.878153324,20.22844696,8.902253151,31.71117592,87.33087921,47.8931427,12.69991207,19.92756844,55.62687302,3.374479055,96.62552643,10.8647213,85.76080322,0,0,0,0,0,0,1.833869815,0,0,8.684596062,65.20277405,0,4.82062149,0,0,0,0,16.13750076,0,0,0,0,16.13750076,80.54186249,3.32565403,3.798563719,3.809076786,3.878153324,20.22844696,8.902253151,31.71117592,87.33087921,47.8931427,12.69991207,19.92756844,55.62687302,1.824369082,98.17563277,5.117281387,93.0583502,0,0,0,0,0.060312556,0,1.797643604,0,0,10.14482251,54.20692209,0,19.01841296,0.041359255,0,0,0.118133183,11.40435773,0,0,0,0,12.35733381,86.15323345,1.490422474,4.299012386,4.037755013,4.365255539,25.58597242,10.44431287,38.28735117,78.02334829,53.23146028,12.02257413,30.48972607,69.10877756,491336,6132774
BG_15_26,0.981074631,99.01892853,8.689646721,90.32927704,0,0,0,0,0,0,6.608589649,0,0,0.01393919,49.1919632,0,27.79423332,0,0,0,0,8.347091675,0,0,0,0,15.37943459,83.6087265,1.013800144,2.635622501,2.525871754,2.758025646,17.34114647,12.12205791,25.26004028,72.71311188,47.40733719,12.44769859,18.33068848,50.01706314,0.981074631,99.01892853,8.689646721,90.32927704,0,0,0,0,0,0,6.608589649,0,0,0.01393919,49.1919632,0,27.79423332,0,0,0,0,8.347091675,0,0,0,0,15.37943459,83.6087265,1.013800144,2.635622501,2.525871754,2.758025646,17.34114647,12.12205791,25.26004028,72.71311188,47.40733719,12.44769859,18.33068848,50.01706314,0.677616562,99.32238417,7.024973328,92.29741023,0,0,0,0,0,0,2.650928316,0,0,7.718935296,42.35215935,0,35.19807801,0.159883455,0,0,0,8.025598746,0,0,0,0,10.21385981,88.91759139,0.868517325,4.087722705,3.625733852,4.257890885,27.78131676,9.53762634,39.75270022,80.84866803,50.9216382,13.06189823,35.16907897,77.54058838,492534,6132776
BG_15_27,3.194236994,96.80576324,19.03274345,77.77301788,0,0,0,0,0,0,2.07406497,0,0,8.79625988,56.9080658,0,17.82878113,0,0,0,0,10.60544682,0,0,0,0.018225119,10.62367153,85.6071701,3.770066023,4.252567768,4.218109131,4.271081448,24.24499702,12.28813076,36.98748398,81.1760788,39.81637955,12.95346355,26.66708183,60.1003952,3.194236994,96.80576324,19.03274345,77.77301788,0,0,0,0,0,0,2.07406497,0,0,8.79625988,56.9080658,0,17.82878113,0,0,0,0,10.60544682,0,0,0,0.018225119,10.62367153,85.6071701,3.770066023,4.252567768,4.218109131,4.271081448,24.24499702,12.28813076,36.98748398,81.1760788,39.81637955,12.95346355,26.66708183,60.1003952,8.112722197,91.88727788,20.65231391,71.2349641,0,0,0,0,0,0,5.219726724,0,0,7.08005775,41.81566511,0,20.12161783,0.449131163,0,0,0.844849269,17.74812991,0,0,0,0.006413184,18.96770137,77.12917055,3.903590211,3.332001158,2.936386389,3.735587427,20.63761806,12.05118656,30.64301055,70.64512035,36.30238056,12.30198921,22.55931289,50.22349671,493135,6132775
BG_15_28,17.69335938,82.30664063,21.27062416,61.03601837,0,0,0,0,0,0,13.45112801,0,0,13.83279896,29.3268528,0,2.558875561,0,0,0,4.186666965,35.37882996,0,0,0,0,39.56549835,59.27253723,1.162122488,3.263535976,1.617890835,4.570408344,20.90455818,5.769011497,30.35539246,69.4182663,33.09576797,13.52388763,31.85261345,52.31158829,17.69335938,82.30664063,21.27062416,61.03601837,0,0,0,0,0,0,13.45112801,0,0,13.83279896,29.3268528,0,2.558875561,0,0,0,4.186666965,35.37882996,0,0,0,0,39.56549835,59.27253723,1.162122488,3.263535976,1.617890835,4.570408344,20.90455818,5.769011497,30.35539246,69.4182663,33.09576797,13.52388763,31.85261345,52.31158829,17.88389397,82.11610603,23.57324941,58.54285758,0,0,0,0,0.052909979,0,6.421258492,0,0,8.945168597,41.08805738,0,17.15855145,1.224274955,0,0,1.327778318,18.80426373,0,0,0,0.004329369,20.18928133,75.21075058,4.600922593,2.717544377,2.076310294,3.177127821,16.52057232,11.73879967,24.49145412,65.56820324,28.17021615,11.27948768,20.20095471,39.32617855,493708,6132771
BG_15_29,0.282348514,99.71765137,20.30255127,79.4151001,0,0,0,0,0,0,0.773851037,0,0,2.30617094,54.96019745,0,18.29974937,0.138842151,0,0,0,18.6261158,0,0,0,0,18.6261158,77.25904846,4.113376141,2.804261923,2.310772896,3.537660599,18.09261322,15.46182156,26.74545479,70.02999878,34.27770233,11.24297523,18.72776985,42.37230682,0.282348514,99.71765137,20.30255127,79.4151001,0,0,0,0,0,0,0.773851037,0,0,2.30617094,54.96019745,0,18.29974937,0.138842151,0,0,0,18.6261158,0,0,0,0,18.6261158,77.25904846,4.113376141,2.804261923,2.310772896,3.537660599,18.09261322,15.46182156,26.74545479,70.02999878,34.27770233,11.24297523,18.72776985,42.37230682,4.569706473,95.43029316,13.65261283,81.7776815,0,0,0,0,0.005987824,0,1.356728558,0,0,4.912175161,47.75532722,0,15.84159956,0.552090137,0,0,0.730759575,24.32314444,0,0,0,0,25.05989174,72.07415507,2.866260935,3.456883944,2.740615414,4.452879282,22.37166031,14.48537298,33.02356309,68.74410923,41.58763871,11.72550135,24.67168353,54.19907086,494335,6132775
BG_15_3,0,100,0.210836887,99.78916168,0,0,0,0,0,0,1.624154687,0,0,0,76.79870605,0,20.13685226,0,0,0,0,1.429112077,0,0,0,0,1.429112077,98.55971527,0.011174355,6.836742401,7.81664753,6.263835907,37.18899536,8.97016716,58.10869598,87.59732819,57.71593475,12.49082565,32.3956337,89.23107147,0,100,0.210836887,99.78916168,0,0,0,0,0,0,1.624154687,0,0,0,76.79870605,0,20.13685226,0,0,0,0,1.429112077,0,0,0,0,1.429112077,98.55971527,0.011174355,6.836742401,7.81664753,6.263835907,37.18899536,8.97016716,58.10869598,87.59732819,57.71593475,12.49082565,32.3956337,89.23107147,0.250887678,99.74911206,1.456148968,98.29296405,0,0,0,0,0.006972015,0,1.291545516,0,0,6.015580792,62.09983268,0,21.47941215,0.005714262,0,0,0.022305869,8.835350706,0,0,0,0,8.864628581,91.02645933,0.109865795,6.104274841,6.166023108,5.954405253,35.74726941,9.533139962,53.97292122,79.76477227,58.56407518,13.40053316,42.66449664,88.28776638,490745,6131568
BG_15_30,0.280407488,99.71958923,1.495483398,98.22410583,0,0,0,0,0,0,0.31412074,0,0,7.523335934,10.42022133,0,13.18082237,0.076242119,0,0,6.984473705,60.2671051,0,0,0,0,67.25157928,32.60272598,0.148516968,5.467122078,2.659923077,9.482927322,39.57702255,12.22478104,57.18752289,67.30752563,55.94369888,17.1542263,46.91831207,96.07135773,0.280407488,99.71958923,1.495483398,98.22410583,0,0,0,0,0,0,0.31412074,0,0,7.523335934,10.42022133,0,13.18082237,0.076242119,0,0,6.984473705,60.2671051,0,0,0,0,67.25157928,32.60272598,0.148516968,5.467122078,2.659923077,9.482927322,39.57702255,12.22478104,57.18752289,67.30752563,55.94369888,17.1542263,46.91831207,96.07135773,0.181737264,99.81826254,2.726217897,97.09204512,0.268599245,0,0,0,0.11074149,0,0.96667288,0,0,15.18272165,29.81545184,0,8.303336221,0.369706435,0,0,1.745238231,41.02491958,0,0,0,0,42.88089899,56.88250219,0.237639564,5.239155127,3.374601511,7.125888421,33.73762938,17.16509768,49.47855025,67.90640494,60.35846123,14.55949255,44.69286141,84.96648143,494935,6132775
BG_15_31,0.832841516,99.16716003,8.887236595,90.27992249,0,0,0,0,2.968461275,0,1.745485783,0,0,35.45809937,29.66273308,0,3.63238883,0.030940885,0,0,2.060345888,21.62644577,0,0,0,0,26.65525246,70.52964783,2.81821847,6.388819695,3.825072289,6.614338875,36.86785126,9.678246498,53.69615173,87.37237549,45.42153931,17.11122894,64.87500763,99.52578735,1.729208052,98.27079391,7.081281662,91.18951035,0,0,0,0,1.484230638,0,1.012973294,0,0,23.77339125,32.45512295,0,11.90353763,0.059026384,0,0,1.40324378,26.14121819,0,0,0,0,29.02869225,69.20405579,1.770024151,4.628124595,3.159561038,5.069169044,27.43681812,17.2554841,40.29462242,75.30140686,45.99928474,14.18117094,39.91950941,71.60421371,1.580716535,98.41928319,7.765325478,90.65395846,0,0,0,0,0.302853379,0,3.791504781,0,0,11.78012986,38.93741444,0,12.76983554,0.255581148,0,0,0.581232845,30.12273795,0,0,0,0,31.0068234,67.53446797,1.458884588,3.790625163,2.839054346,4.800342287,23.54401779,18.48627138,34.97416183,70.57453482,44.64653478,12.80677094,26.30384425,58.2419499,489535,6133375
BG_15_32,3.973165989,96.02683258,9.890388489,86.13644409,0,0,0,0,0,0,0.259703994,0,0,7.209503651,34.34848785,0,4.374583721,0.447195917,0,0,0.38017714,50.71109772,0,0,0,0,51.09127426,46.63947678,2.266814947,4.121508121,3.014392376,6.29921627,27.30257607,14.51488209,40.73515701,73.09329987,41.02598572,14.8509016,25.77252007,63.80584335,3.973165989,96.02683258,9.890388489,86.13644409,0,0,0,0,0,0,0.259703994,0,0,7.209503651,34.34848785,0,4.374583721,0.447195917,0,0,0.38017714,50.71109772,0,0,0,0,51.09127426,46.63947678,2.266814947,4.121508121,3.014392376,6.29921627,27.30257607,14.51488209,40.73515701,73.09329987,41.02598572,14.8509016,25.77252007,63.80584335,1.838976726,98.16102282,5.800670569,92.36035347,0,0,0,0,0,0,2.286709054,0,0,8.203692297,41.66753515,0,14.14796906,0.200726216,0,0,0.521764096,31.41034293,0,0,0,0,31.93210626,66.50663312,1.5615756,3.262248894,2.727591674,4.208753884,20.30039597,21.47413015,30.49862719,67.44062869,44.68309212,12.13445004,18.09647886,48.50472705,490136,6133380
BG_15_33,4,96,7.666666508,88.33333588,0,0,0,0,0,0,0.09249308,0,0,7.86288023,30.52078056,0,0.67367357,0.551769078,0,0,0.028207654,59.45048141,0,0,0,0,59.47868729,39.70159912,0.816666663,4.333557129,2.920162916,7.035215855,29.48864746,17.98668289,43.77439117,71.43517303,42.0631485,15.52626419,28.06442261,67.78847504,4,96,7.666666508,88.33333588,0,0,0,0,0,0,0.09249308,0,0,7.86288023,30.52078056,0,0.67367357,0.551769078,0,0,0.028207654,59.45048141,0,0,0,0,59.47868729,39.70159912,0.816666663,4.333557129,2.920162916,7.035215855,29.48864746,17.98668289,43.77439117,71.43517303,42.0631485,15.52626419,28.06442261,67.78847504,2.293233499,97.70676695,6.677033974,91.02973393,0,0,0,0,0,0,2.06976524,0,0,6.63421521,41.51789597,0,13.97109254,0.451885281,0,0,0.107938508,32.15780517,0,0,0,0,32.93154519,66.23705292,0.83073772,3.757302625,2.956511421,5.169651117,24.95669569,16.44773231,36.84008775,70.72275788,46.66567148,12.67961039,24.68515737,61.37433652,490746,6133387
BG_15_34,0,100,1.279864788,98.72013092,0,0,0,0,0.026793836,0,0.372085184,0,0,25.92625999,31.98472595,0,30.1133213,0,0,0,0,11.47766304,0,0,0,0.023928914,11.52838612,88.39639282,0.074039072,6.570145607,5.060853004,6.651043415,42.46735382,9.309995651,60.74942398,73.35272217,64.00850677,15.1311264,68.14032745,110.6793365,0,100,1.279864788,98.72013092,0,0,0,0,0.026793836,0,0.372085184,0,0,25.92625999,31.98472595,0,30.1133213,0,0,0,0,11.47766304,0,0,0,0.023928914,11.52838612,88.39639282,0.074039072,6.570145607,5.060853004,6.651043415,42.46735382,9.309995651,60.74942398,73.35272217,64.00850677,15.1311264,68.14032745,110.6793365,1.874360174,98.12564087,5.889316183,92.23632402,0,0,0,0,0.24508062,0,1.703647387,0,0,11.34367529,43.10205254,0,26.12272417,0.305985215,0,0,0,13.68676725,0,0,0,0.218875463,14.97354544,84.05143092,0.97458152,4.216390115,3.644024647,4.582386439,27.10100277,10.66523247,39.544688,74.66043736,52.25512901,12.41365029,33.27056503,73.10588895,491335,6133375
BG_15_35,0.839967728,99.16003418,4.249661922,94.91036987,0,0,0,0,0,0,1.287332177,0,0,11.07309151,47.06586075,0,31.83601952,0,0,0,0,7.868954182,0,0,0,0,7.868954182,91.26230621,0.86696738,4.130795002,3.440052271,4.245562077,27.80786896,6.961197853,39.62594223,78.0677948,56.55194855,11.86581802,39.37920761,82.6875,0.839967728,99.16003418,4.249661922,94.91036987,0,0,0,0,0,0,1.287332177,0,0,11.07309151,47.06586075,0,31.83601952,0,0,0,0,7.868954182,0,0,0,0,7.868954182,91.26230621,0.86696738,4.130795002,3.440052271,4.245562077,27.80786896,6.961197853,39.62594223,78.0677948,56.55194855,11.86581802,39.37920761,82.6875,1.46635869,98.53364093,4.543003146,93.99063697,0,0,0,0,0.032708638,0,1.755926994,0,0,9.67897837,51.90753409,0,26.00923788,0,0,0,0.002810789,9.591011011,0,0,0,0.02921128,9.655741802,89.35167753,0.99248714,4.500906944,4.153008736,4.54842738,27.94257516,9.84637774,41.14621294,79.87418072,52.86542804,12.40030443,34.58242798,75.72434176,491922,6133377
BG_15_36,0.118664086,99.8813324,8.156801224,91.72453308,0,0,0,0,0,0,4.11230135,0,0,3.159989834,53.43864441,0,29.13468742,0.187687024,0,0,0,7.249517918,0,0,0,0,7.249517918,91.08803558,1.663493395,3.784030199,3.584933519,3.856261253,24.68025398,12.39782047,35.90772629,86.24724579,46.70513153,12.0753746,27.95531082,70.32688141,0.118664086,99.8813324,8.156801224,91.72453308,0,0,0,0,0,0,4.11230135,0,0,3.159989834,53.43864441,0,29.13468742,0.187687024,0,0,0,7.249517918,0,0,0,0,7.249517918,91.08803558,1.663493395,3.784030199,3.584933519,3.856261253,24.68025398,12.39782047,35.90772629,86.24724579,46.70513153,12.0753746,27.95531082,70.32688141,1.548822711,98.45117716,10.9637081,87.4874696,0,0,0,0,0,0,3.969947632,0,0,4.158409638,49.16837927,0,28.03225576,0.352186529,0,0,0.139187,9.773774734,0,0,0,0,9.957392986,87.66032586,2.383320514,3.874647929,3.693060141,4.009923311,24.58546477,12.13091608,36.1648586,77.89232958,45.61960675,12.01342671,26.55820795,64.56335449,492530,6133361
BG_15_37,7.01978159,92.98021698,21.60936737,71.37084961,0,0,0,0,0,0,4.46779871,0,0,4.200398922,56.64705658,0,28.85025978,0,0,0,0,1.984275103,0,0,0,0,1.984275103,94.16551208,3.851314306,3.077837229,3.464770079,2.740833998,16.0675621,15.18151188,25.35170364,69.0451355,33.15373993,9.373667717,11.11543274,38.40926361,7.01978159,92.98021698,21.60936737,71.37084961,0,0,0,0,0,0,4.46779871,0,0,4.200398922,56.64705658,0,28.85025978,0,0,0,0,1.984275103,0,0,0,0,1.984275103,94.16551208,3.851314306,3.077837229,3.464770079,2.740833998,16.0675621,15.18151188,25.35170364,69.0451355,33.15373993,9.373667717,11.11543274,38.40926361,5.320138124,94.67986122,26.26767672,68.41218479,0,0,0,0,0,0,5.947234874,0,0,3.047707908,47.76572007,0,22.97085637,0.367130376,0,0,0.330416251,10.93774932,0,0,0,0,11.2681653,82.49616183,6.237515596,2.661809454,2.66329382,2.76425192,15.36375104,16.25656003,23.45465059,65.31099818,30.73567141,9.829068954,11.54604617,34.38881038,493135,6133376
